6.46389 58.0645
7.49722 59.0164
8.51389 63.3431
9.46111 65.2568
10.3806 57.2944
11.4278 57.754
12.4667 64.4776
13.3972 60.6742
14.3861 63.5294
15.3306 66.2577
16.2361 68.3544
17.1139 64.2857
18.0472 60
19.0472 66.8731
19.9444 68.3544
20.8222 63.5294
21.7667 61.8911
22.7361 64.8649
23.6611 69.2308
24.5278 64.6707
25.4556 64.6707
26.3833 62.9738
27.3361 68.1388
28.2167 64.6707
29.1444 64.2857
30.0778 65.4545
30.9944 68.5714
31.8694 68.1388
32.75 66.8731
33.6472 68.3544
34.525 70.5882
35.375 61.3636
36.3528 64.2857
37.2861 69.4534
38.15 61.0169
39.1333 56.5445
40.1944 63.7168
41.1361 56.6929
44.3444 61.0169
45.3278 57.2944
46.375 57.4468
47.4194 60.8451
48.4056 59.8338
49.4083 57.4468
50.4528 60.8451
51.4389 62.4277
52.4 61.3636
53.3778 61.3636
54.3556 68.7898
55.2278 67.2897
56.1194 64.2857
57.0528 64.2857
57.9861 72
58.8194 69.0096
59.6889 62.7907
60.6444 64.095
61.5806 61.7143
62.5528 60.1671
63.55 63.3431
64.4972 67.0807
65.3917 65.2568
66.3111 59.3407
67.3222 65.6535
68.2361 61.3636
69.2139 58.6957
70.2361 57.754
71.275 61.1898
72.2556 59.6685
73.2611 60.1671
74.2583 64.2857
75.1917 68.7898
76.0639 66.2577
76.9694 66.055
77.8778 67.7116
78.7639 69.6774
79.625 67.2897
80.5167 58.8556
81.5361 67.5
82.425 65.4545
83.3417 61.7143
84.3139 63.3431
85.2611 64.2857
86.1944 61.5385
87.1694 56.1039
88.2389 62.9738
89.1917 63.1579
90.1417 62.4277
91.1028 62.069
92.0694 66.2577
92.975 63.5294
93.9194 61.7143
94.8917 61.8911
95.8611 67.9245
96.7444 58.5366
97.7694 62.6087
98.7278 66.6667
99.6278 58.8556
100.647 57.6
103.475 56.5445
104.536 57.2944
105.583 66.6667
106.483 58.6957
107.506 54.6835
108.603 63.9053
109.542 63.9053
110.481 59.5041
111.489 59.0164
112.506 67.5
113.394 64.6707
114.322 60.3352
115.317 65.6535
116.231 71.2871
117.072 67.9245
117.956 62.7907
118.911 66.4615
119.814 67.7116
120.7 62.069
121.667 60.8451
122.653 67.0807
123.547 62.7907
124.503 58.6957
125.525 64.4776
126.456 64.2857
127.389 56.25
128.456 59.5041
129.464 68.1388
130.344 69.4534
131.208 65.4545
132.125 69.2308
132.992 68.5714
133.867 65.4545
134.783 63.9053
135.722 65.4545
136.639 62.069
137.606 61.0169
138.589 65.2568
139.508 67.0807
140.403 58.3784
141.431 60.5042
142.422 65.8537
143.333 62.6087
144.292 58.5366
145.317 65.8537
146.228 69.4534
147.092 65.2568
148.011 65.8537
148.922 71.7608
149.758 69.6774
150.619 64.6707
151.547 65.8537
152.458 69.4534
153.322 65.4545
156.331 64.6707
157.258 58.3784
158.286 62.2478
159.25 70.1299
160.106 62.9738
161.058 54.1353
162.167 62.6087
163.125 63.3431
164.072 59.5041
165.081 61.1898
166.061 69.9029
166.919 63.9053
167.858 62.069
168.825 62.2478
169.789 68.5714
170.664 64.6707
171.592 58.3784
172.619 64.8649
173.544 71.2871
176.428 65.0602
177.35 63.1579
178.3 57.1429
179.35 60.1671
180.347 69.0096
181.217 69.6774
182.078 68.5714
182.953 68.5714
183.828 72.4832
184.656 68.1388
185.536 62.4277
186.497 66.2577
187.403 64.4776
190.561 58.0645
191.594 56.6929
192.653 56.5445
193.714 60.3352
194.708 57.6
195.75 58.3784
196.778 61.0169
197.761 57.754
198.8 58.3784
199.828 58.5366
200.853 61.5385
201.828 60.3352
202.822 59.3407
203.833 62.6087
204.792 61.1898
205.772 60.5042
206.764 59.5041
207.772 64.6707
208.7 64.095
209.636 59.3407
210.647 59.8338
211.65 65.0602
212.572 63.5294
213.517 58.6957
214.539 61.0169
215.522 66.8731
216.419 67.0807
217.314 65.4545
218.231 69.2308
219.097 68.3544
219.975 68.7898
220.847 66.6667
221.747 68.5714
222.622 63.1579
223.572 60.5042
224.564 61.1898
225.544 67.2897
226.436 64.2857
227.369 67.7116
228.256 70.8197
229.103 68.3544
229.981 68.1388
230.861 72.7273
231.686 72.2408
232.517 68.3544
233.394 72
234.228 74.4828
235.033 71.7608
235.869 69.2308
236.736 70.3583
237.589 62.9738
238.542 60.1671
239.539 62.4277
240.5 57.2944
241.547 59.6685
242.553 64.4776
243.483 61.3636
244.461 66.2577
245.367 70.8197
246.214 72.2408
247.044 67.2897
247.936 60.5042
248.928 62.6087
249.886 62.4277
250.847 54.8223
251.942 53.8653
253.056 59.0164
254.072 58.5366
255.097 56.6929
256.156 60.8451
257.142 66.6667
258.042 59.3407
259.053 57.754
260.092 63.5294
261.036 68.1388
261.917 59.6685
262.922 60.1671
263.919 67.5
264.808 64.8649
265.733 62.2478
266.697 66.8731
267.594 70.8197
268.442 63.3431
269.389 58.5366
270.414 65.6535
271.328 60
272.328 57.754
275.106 64.4776
276.036 65.8537
276.947 70.1299
277.803 67.7116
278.689 64.4776
279.619 66.6667
280.519 61.7143
281.492 54.8223
282.586 60.8451
283.572 65.2568
284.492 60.3352
285.486 56.8421
286.542 62.6087
287.5 63.7168
288.442 60.3352
289.436 64.4776
290.367 68.1388
291.247 63.5294
292.192 56.25
293.258 56.3969
294.322 61.7143
295.294 62.9738
296.247 63.9053
297.186 69.0096
298.056 68.1388
298.936 70.1299
